Thu Mar 29 18:47:30 2018, Humidity,T in C,T in F,mS1,mS2,mS3,mS4,mS5,mS6,mS7,mS8,mS9,mS10,mS11,mS12,mS13,mS14,mS15,mS16,p1,p2,p3,p4
Sun Apr  1 21:38:53 2018, 73.30,22.90,73.22,795,818,888,886,889,883,890,885,885,887,894,887,8,927,884,890,0,0,0,0,
Sun Apr  1 21:43:53 2018, 73.30,22.90,73.22,795,819,888,886,890,883,890,885,885,887,894,887,11,926,884,892,0,0,0,0,
Sun Apr  1 21:48:53 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,884,885,887,894,887,7,927,885,892,0,0,0,0,
Sun Apr  1 21:53:53 2018, 73.30,22.90,73.22,795,818,888,887,889,883,889,885,885,887,894,886,14,927,884,892,0,0,0,0,
Sun Apr  1 21:58:53 2018, 73.30,22.90,73.22,795,820,888,886,889,883,890,885,885,887,894,887,6,927,884,891,0,0,0,0,
Sun Apr  1 22:03:54 2018, 73.30,22.90,73.22,795,818,888,886,889,883,888,885,885,887,894,886,34,926,884,892,0,0,0,0,
Sun Apr  1 22:08:54 2018, 73.30,22.90,73.22,795,819,888,887,890,883,889,885,885,887,894,887,0,926,885,891,0,0,0,0,
Sun Apr  1 22:13:54 2018, 73.20,22.90,73.22,795,819,888,887,890,883,890,885,885,887,894,887,30,927,884,891,0,0,0,0,
Sun Apr  1 22:18:54 2018, 73.20,22.90,73.22,795,819,888,886,890,883,890,885,885,887,894,887,0,925,884,891,0,0,0,0,
Sun Apr  1 22:23:54 2018, 73.20,22.90,73.22,795,819,888,887,890,882,890,885,885,887,894,887,13,926,884,891,0,0,0,0,
Sun Apr  1 22:28:54 2018, 73.30,22.90,73.22,796,819,888,886,889,883,890,885,885,887,894,887,6,925,885,891,0,0,0,0,
Sun Apr  1 22:33:54 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,885,885,888,894,887,0,926,885,891,0,0,0,0,
Sun Apr  1 22:38:54 2018, 73.30,22.90,73.22,795,819,889,886,889,883,890,885,885,887,894,887,30,926,884,892,0,0,0,0,
Sun Apr  1 22:43:54 2018, 73.30,22.90,73.22,795,819,889,887,889,883,890,885,885,887,894,887,5,926,885,891,0,0,0,0,
Sun Apr  1 22:48:54 2018, 73.40,22.90,73.22,795,819,888,887,889,882,890,885,885,887,894,887,12,926,884,891,0,0,0,0,
Sun Apr  1 22:53:54 2018, 73.40,22.90,73.22,795,819,888,887,890,883,890,885,885,887,894,887,9,926,884,892,0,0,0,0,
Sun Apr  1 22:58:54 2018, 73.40,22.90,73.22,796,819,888,886,889,883,890,885,885,887,895,887,13,926,884,891,0,0,0,0,
Sun Apr  1 23:03:54 2018, 73.30,22.90,73.22,793,818,888,887,889,883,889,884,885,887,894,887,7,926,884,891,0,0,0,0,
Sun Apr  1 23:08:55 2018, 73.30,22.90,73.22,795,819,888,887,890,883,890,885,885,888,894,887,13,927,884,892,0,0,0,0,
Sun Apr  1 23:13:55 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,885,885,887,895,887,12,926,884,892,0,0,0,0,
Sun Apr  1 23:18:55 2018, 73.30,22.90,73.22,795,819,888,886,890,883,890,885,884,887,894,887,0,926,884,891,0,0,0,0,
Sun Apr  1 23:23:55 2018, 73.40,22.90,73.22,795,819,888,886,889,883,889,885,885,887,894,887,12,926,885,890,0,0,0,0,
Sun Apr  1 23:28:55 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,884,885,887,894,887,9,927,884,891,0,0,0,0,
Sun Apr  1 23:33:55 2018, 73.30,22.90,73.22,795,819,888,886,890,883,890,885,885,888,894,887,0,925,884,891,0,0,0,0,
Sun Apr  1 23:38:55 2018, 73.30,22.90,73.22,794,819,889,887,889,882,890,884,886,887,893,888,10,926,884,891,0,0,0,0,
Sun Apr  1 23:43:55 2018, 73.30,22.90,73.22,795,818,888,887,889,883,889,885,885,887,895,886,12,926,884,892,0,0,0,0,
Sun Apr  1 23:48:55 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,885,885,887,894,888,6,927,884,892,0,0,0,0,
Sun Apr  1 23:53:55 2018, 73.30,22.90,73.22,795,819,888,886,889,884,890,885,884,887,894,887,13,926,884,891,0,0,0,0,
Sun Apr  1 23:58:55 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,885,884,887,894,887,0,926,885,891,0,0,0,0,
Mon Apr  2 00:03:56 2018, 73.30,22.90,73.22,796,819,887,887,889,883,890,884,885,887,894,887,7,926,884,891,0,0,0,0,
Mon Apr  2 00:08:56 2018, 73.30,22.90,73.22,796,819,888,887,889,883,890,885,886,886,895,887,16,926,884,892,0,0,0,0,
Mon Apr  2 00:13:56 2018, 73.30,22.90,73.22,796,818,889,887,889,883,889,885,885,887,894,887,9,926,884,891,0,0,0,0,
Mon Apr  2 00:18:56 2018, 73.40,22.90,73.22,795,819,888,887,889,883,890,885,885,887,894,887,0,926,885,891,0,0,0,0,
Mon Apr  2 00:23:56 2018, 73.40,22.90,73.22,795,819,889,886,890,883,890,885,885,887,895,887,13,926,884,891,0,0,0,0,
Mon Apr  2 00:28:56 2018, 73.30,22.90,73.22,795,819,888,887,889,883,890,885,885,887,894,888,10,927,884,891,0,0,0,0,
Mon Apr  2 00:33:56 2018, 73.30,22.90,73.22,795,819,888,886,889,883,890,885,885,887,894,887,0,926,885,892,0,0,0,0,
Mon Apr  2 00:38:56 2018, 73.40,22.90,73.22,795,819,888,886,889,883,889,884,885,887,894,887,31,926,885,892,0,0,0,0,
Mon Apr  2 00:43:56 2018, 73.40,22.90,73.22,795,819,888,887,888,883,890,884,885,886,894,887,6,926,884,891,0,0,0,0,
Mon Apr  2 00:48:56 2018, 73.40,22.90,73.22,795,819,888,886,890,883,889,885,885,887,895,887,13,926,884,891,0,0,0,0,
Mon Apr  2 00:53:56 2018, 73.40,22.90,73.22,795,819,888,887,889,883,890,885,885,887,894,887,14,926,884,892,0,0,0,0,
Mon Apr  2 00:58:57 2018, 73.40,22.90,73.22,795,819,888,886,889,883,890,885,885,887,894,887,0,926,885,891,0,0,0,0,
Mon Apr  2 01:03:57 2018, 73.40,22.90,73.22,795,819,888,886,889,883,890,885,885,886,894,887,12,927,883,892,0,0,0,0,
Mon Apr  2 01:08:57 2018, 73.40,22.90,73.22,795,819,888,886,889,883,890,886,886,887,895,887,31,926,884,892,0,0,0,0,
Mon Apr  2 01:13:57 2018, 73.40,22.90,73.22,796,820,888,886,890,883,890,885,885,887,894,887,9,926,884,892,0,0,0,0,
Mon Apr  2 01:18:57 2018, 73.30,22.90,73.22,77.60,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,1,924,883,891,0,0,0,0,
Mon Apr  2 01:23:57 2018, 77.60,23.10,73.58,796,820,887,889,890,883,889,886,885,887,894,888,13,925,883,891,0,0,0,0,
Mon Apr  2 01:28:57 2018, 77.70,23.10,73.58,796,821,888,888,890,883,889,884,885,888,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 01:33:57 2018, 77.70,23.10,73.58,796,820,888,888,889,883,889,885,885,886,894,888,17,924,882,892,0,0,0,0,
Mon Apr  2 01:38:57 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,886,884,888,894,888,17,924,883,892,0,0,0,0,
Mon Apr  2 01:43:57 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,886,887,894,888,15,924,883,891,0,0,0,0,
Mon Apr  2 01:48:58 2018, 77.60,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,33,925,883,891,0,0,0,0,
Mon Apr  2 01:53:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,884,885,887,894,888,34,924,883,892,0,0,0,0,
Mon Apr  2 01:58:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,884,886,887,893,888,16,924,883,892,0,0,0,0,
Mon Apr  2 02:03:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 02:08:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,884,885,887,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 02:13:58 2018, 77.70,23.10,73.58,795,820,888,888,890,883,889,885,885,887,894,888,17,924,883,891,0,0,0,0,
Mon Apr  2 02:18:58 2018, 77.70,23.10,73.58,796,820,888,888,889,883,889,886,885,886,894,888,17,924,882,891,0,0,0,0,
Mon Apr  2 02:23:58 2018, 77.70,23.10,73.58,796,820,887,888,890,883,889,885,885,888,894,888,21,924,884,892,0,0,0,0,
Mon Apr  2 02:28:58 2018, 77.70,23.10,73.58,796,819,888,888,890,884,889,885,885,887,894,888,21,924,883,892,0,0,0,0,
Mon Apr  2 02:33:58 2018, 77.80,23.10,73.58,795,820,888,888,890,882,889,886,885,887,893,888,18,924,883,890,0,0,0,0,
Mon Apr  2 02:38:58 2018, 77.80,23.10,73.58,795,820,888,888,890,883,889,885,885,887,894,888,18,925,883,891,0,0,0,0,
Mon Apr  2 02:43:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,20,924,883,892,0,0,0,0,
Mon Apr  2 02:48:58 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,20,925,883,892,0,0,0,0,
Mon Apr  2 02:53:58 2018, 77.80,23.10,73.58,795,820,888,888,890,883,889,885,885,888,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 02:58:59 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,24,924,883,891,0,0,0,0,
Mon Apr  2 03:03:59 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,16,923,883,891,0,0,0,0,
Mon Apr  2 03:08:59 2018, 77.70,23.10,73.58,796,820,888,888,890,882,889,885,885,887,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 03:13:59 2018, 77.80,23.10,73.58,795,820,888,888,890,882,889,885,885,888,894,888,19,924,883,891,0,0,0,0,
Mon Apr  2 03:18:59 2018, 77.70,23.00,73.40,795,819,888,888,890,883,889,885,886,888,894,888,21,924,883,891,0,0,0,0,
Mon Apr  2 03:23:59 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,884,885,887,894,888,39,924,883,892,0,0,0,0,
Mon Apr  2 03:28:59 2018, 77.70,23.10,73.58,796,820,888,888,890,884,889,885,885,887,894,888,17,924,883,892,0,0,0,0,
Mon Apr  2 03:33:59 2018, 77.70,23.10,73.58,796,820,888,887,890,883,889,885,885,887,894,888,29,923,883,891,0,0,0,0,
Mon Apr  2 03:38:59 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,18,924,883,892,0,0,0,0,
Mon Apr  2 03:43:59 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,0,924,883,891,0,0,0,0,
Mon Apr  2 03:49:00 2018, 77.80,23.10,73.58,796,820,887,888,890,883,889,885,885,887,894,888,4,924,883,892,0,0,0,0,
Mon Apr  2 03:54:00 2018, 77.70,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,16,924,883,892,0,0,0,0,
Mon Apr  2 03:59:00 2018, 77.70,23.10,73.58,795,820,888,888,890,883,889,885,885,888,894,888,19,924,883,892,0,0,0,0,
Mon Apr  2 04:04:00 2018, 77.80,23.10,73.58,796,821,888,888,890,883,889,884,885,887,894,888,14,924,883,891,0,0,0,0,
Mon Apr  2 04:09:00 2018, 77.80,23.10,73.58,796,820,889,888,890,883,889,885,885,887,893,888,24,924,883,891,0,0,0,0,
Mon Apr  2 04:14:00 2018, 77.80,23.10,73.58,796,820,888,888,889,883,889,885,885,887,894,888,15,923,883,891,0,0,0,0,
Mon Apr  2 04:19:00 2018, 77.80,23.10,73.58,797,820,888,889,890,883,889,885,886,888,894,888,14,924,883,891,0,0,0,0,
Mon Apr  2 04:24:00 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,884,888,894,888,0,924,883,892,0,0,0,0,
Mon Apr  2 04:29:00 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,16,924,883,892,0,0,0,0,
Mon Apr  2 04:34:00 2018, 77.80,23.10,73.58,796,820,888,888,889,883,889,885,885,886,894,888,20,924,882,891,0,0,0,0,
Mon Apr  2 04:39:01 2018, 77.80,23.10,73.58,796,819,888,888,890,883,888,885,885,887,894,888,21,924,883,891,0,0,0,0,
Mon Apr  2 04:44:01 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,38,924,883,892,0,0,0,0,
Mon Apr  2 04:49:01 2018, 77.80,23.10,73.58,795,819,888,888,890,883,889,885,885,887,894,888,22,924,882,892,0,0,0,0,
Mon Apr  2 04:54:01 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,888,894,888,18,924,884,891,0,0,0,0,
Mon Apr  2 04:59:01 2018, 77.80,23.10,73.58,796,820,888,888,890,883,889,885,885,887,894,888,14,924,883,89268.60,22.10,71.78,794,817,887,890,890,882,888,884,883,887,894,889,8,921,884,891,0,0,0,0,
Mon Apr  2 05:04:01 2018, 68.60,22.10,71.78,794,817,887,890,890,882,888,885,883,887,894,889,8,921,884,890,0,0,0,0,
Mon Apr  2 05:09:01 2018, 68.50,22.10,71.78,794,817,887,891,890,882,888,885,883,887,893,888,9,921,884,891,0,0,0,0,
Mon Apr  2 05:14:01 2018, 68.40,22.00,71.60,794,817,887,890,890,882,888,885,883,887,894,889,0,921,885,891,0,0,0,0,
Mon Apr  2 05:19:01 2018, 68.50,22.10,71.78,794,817,887,890,890,883,888,885,883,887,894,888,0,921,885,891,0,0,0,0,
Mon Apr  2 05:24:02 2018, 68.50,22.10,71.78,794,817,887,890,890,882,888,884,883,887,894,888,9,921,884,891,0,0,0,0,
Mon Apr  2 05:29:02 2018, 68.40,22.10,71.78,794,816,887,890,890,882,888,885,883,887,894,888,0,920,884,891,0,0,0,0,
Mon Apr  2 05:34:02 2018, 68.50,22.10,71.78,794,817,887,891,890,882,888,885,883,887,892,888,9,921,884,891,0,0,0,0,
Mon Apr  2 05:39:02 2018, 68.50,22.10,71.78,794,817,887,890,890,883,887,885,883,887,894,888,15,921,884,891,0,0,0,0,
Mon Apr  2 05:44:02 2018, 68.40,22.00,71.60,794,817,887,890,891,883,888,885,883,887,895,888,8,921,883,891,0,0,0,0,
Mon Apr  2 05:49:02 2018, 68.50,22.00,71.60,794,817,887,890,890,883,888,885,883,887,895,888,30,921,884,891,0,0,0,0,
Mon Apr  2 05:54:02 2018, 68.50,22.00,71.60,794,816,887,891,890,883,888,885,883,886,895,888,19,922,884,891,0,0,0,0,
Mon Apr  2 05:59:02 2018, 68.50,22.00,71.60,794,817,887,890,890,883,888,885,883,887,894,888,32,921,884,891,0,0,0,0,
Mon Apr  2 06:04:02 2018, 68.50,22.00,71.60,793,817,887,890,890,883,888,885,884,887,894,888,15,921,884,891,0,0,0,0,
Mon Apr  2 06:09:03 2018, 68.60,22.10,71.78,794,817,887,890,890,883,888,885,883,887,894,888,13,920,884,891,0,0,0,0,
Mon Apr  2 06:14:03 2018, 68.40,22.00,71.60,793,817,887,890,890,881,888,885,884,887,894,889,10,921,884,890,0,0,0,0,
Mon Apr  2 06:19:03 2018, 68.40,22.00,71.60,794,817,887,890,890,882,888,884,883,887,894,888,14,920,884,891,0,0,0,0,
Mon Apr  2 06:24:03 2018, 68.50,22.10,71.78,794,817,887,890,890,883,888,885,883,887,894,889,11,921,884,891,0,0,0,0,
Mon Apr  2 06:29:03 2018, 68.50,22.10,71.78,794,817,887,890,890,883,888,886,883,887,894,888,15,921,884,891,0,0,0,0,
Mon Apr  2 06:34:03 2018, 68.40,22.00,71.60,794,817,887,891,890,883,888,885,883,887,894,888,0,921,884,890,0,0,0,0,
Mon Apr  2 06:39:03 2018, 68.60,22.10,71.78,794,816,887,891,890,883,888,885,883,886,894,888,11,921,884,890,0,0,0,0,
Mon Apr  2 06:44:03 2018, 68.50,22.00,71.60,794,817,887,890,890,883,888,885,884,887,895,888,31,921,884,891,0,0,0,0,
Mon Apr  2 06:49:03 2018, 68.50,22.00,71.60,794,817,887,890,890,882,888,885,883,887,894,888,15,921,883,891,0,0,0,0,
Mon Apr  2 06:54:03 2018, 68.50,22.00,71.60,794,817,887,891,890,883,888,884,883,887,894,889,0,921,884,891,0,0,0,0,
Mon Apr  2 06:59:03 2018, 68.50,22.00,71.60,794,816,887,891,890,883,888,885,883,885,894,888,35,921,883,891,0,0,0,0,
Mon Apr  2 07:04:03 2018, 68.60,22.10,71.78,794,816,887,890,890,883,888,885,883,887,895,888,0,921,884,891,0,0,0,0,
Mon Apr  2 07:09:04 2018, 68.50,22.10,71.78,794,817,886,890,890,882,888,884,883,887,894,889,12,921,884,891,0,0,0,0,
Mon Apr  2 07:14:04 2018, 68.40,22.00,71.60,794,817,887,890,890,882,888,885,883,887,894,888,14,921,885,891,0,0,0,0,
Mon Apr  2 07:19:04 2018, 68.50,22.10,71.78,794,816,887,891,890,882,888,885,883,887,894,889,9,921,884,891,0,0,0,0,
Mon Apr  2 07:24:04 2018, 68.30,22.00,71.60,794,817,887,890,890,883,888,885,883,887,894,889,15,921,884,891,0,0,0,0,
Mon Apr  2 07:29:04 2018, 68.40,22.00,71.60,794,817,887,890,890,883,888,885,883,887,894,888,9,921,884,891,0,0,0,0,
Mon Apr  2 07:34:04 2018, 68.40,22.00,71.60,793,816,887,890,891,883,888,885,883,887,895,888,15,921,883,891,0,0,0,0,
Mon Apr  2 07:39:04 2018, 68.50,22.00,71.60,794,817,888,890,890,882,888,885,883,886,893,889,9,921,884,891,0,0,0,0,
Mon Apr  2 07:44:04 2018, 68.50,22.00,71.60,794,817,887,891,890,883,888,885,883,887,894,888,10,921,884,891,0,0,0,0,
Mon Apr  2 07:49:04 2018, 68.50,22.00,71.60,794,817,887,890,890,883,888,885,883,887,894,889,16,921,884,891,0,0,0,0,
Mon Apr  2 07:54:04 2018, 68.60,22.00,71.60,794,816,887,891,890,882,888,885,883,887,894,889,0,921,884,891,0,0,0,0,
Mon Apr  2 07:59:04 2018, 68.60,22.10,71.78,794,817,887,890,890,883,888,885,883,886,894,888,31,921,884,891,0,0,0,0,
Mon Apr  2 08:04:05 2018, 68.50,22.00,71.60,793,816,887,890,890,882,888,885,883,887,894,888,8,920,884,891,0,0,0,0,
Mon Apr  2 08:09:05 2018, 68.50,22.00,71.60,794,817,888,890,890,883,887,885,883,886,895,888,15,921,884,891,0,0,0,0,
Mon Apr  2 08:14:05 2018, 68.50,22.00,71.60,795,816,887,890,890,883,888,885,883,887,894,888,9,921,884,891,0,0,0,0,
Mon Apr  2 08:19:05 2018, 68.50,22.00,71.60,794,817,887,889,890,883,888,885,882,887,894,888,13,921,884,891,0,0,0,0,
Mon Apr  2 08:24:05 2018, 68.40,22.00,71.60,793,816,887,890,890,882,888,885,883,887,894,888,34,921,884,891,0,0,0,0,
Mon Apr  2 08:29:05 2018, 68.50,22.00,71.60,794,817,886,891,890,883,888,884,883,886,894,889,9,921,884,890,0,0,0,0,
Mon Apr  2 08:34:05 2018, 68.50,22.00,71.60,794,816,887,890,889,883,888,885,883,886,895,888,15,921,884,891,0,0,0,0,
Mon Apr  2 08:39:05 2018, 68.50,22.00,71.60,794,817,887,890,890,882,889,884,883,887,894,889,0,921,884,891,0,0,0,0,
Mon Apr  2 08:44:05 2018, 68.50,22.00,71.60,794,817,887,891,890,883,888,885,883,886,894,888,15,921,884,891,0,0,0,0,
Mon Apr  2 08:49:05 2018, 68.50,22.64.70,22.70,72.86,796,828,894,888,893,886,890,889,885,886,895,887,22,914,886,891,0,0,0,0,
Mon Apr  2 08:54:05 2018, 64.50,22.70,72.86,797,828,892,888,893,886,890,888,885,886,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 08:59:06 2018, 64.50,22.70,72.86,797,827,893,888,893,886,890,889,884,886,896,887,4,913,886,891,0,0,0,0,
Mon Apr  2 09:04:06 2018, 64.60,22.70,72.86,797,828,893,888,893,886,890,888,885,886,895,887,9,913,887,891,0,0,0,0,
Mon Apr  2 09:09:06 2018, 64.50,22.70,72.86,796,828,893,887,893,886,890,889,884,886,895,887,12,912,886,892,0,0,0,0,
Mon Apr  2 09:14:06 2018, 64.50,22.70,72.86,797,827,893,888,893,886,890,888,885,886,895,887,24,913,886,891,0,0,0,0,
Mon Apr  2 09:19:06 2018, 64.60,22.70,72.86,797,828,893,888,893,886,890,888,885,886,896,887,0,912,886,891,0,0,0,0,
Mon Apr  2 09:24:06 2018, 64.60,22.70,72.86,796,828,893,888,893,886,890,888,884,886,895,887,0,913,886,891,0,0,0,0,
Mon Apr  2 09:29:06 2018, 64.60,22.70,72.86,797,828,893,888,893,886,890,888,885,886,895,887,16,913,886,891,0,0,0,0,
Mon Apr  2 09:34:06 2018, 64.50,22.60,72.68,797,827,893,888,892,886,890,888,885,886,895,887,8,914,886,891,0,0,0,0,
Mon Apr  2 09:39:06 2018, 64.50,22.70,72.86,797,828,893,888,892,886,890,888,885,885,895,888,0,913,886,891,0,0,0,0,
Mon Apr  2 09:44:06 2018, 64.50,22.70,72.86,796,828,893,888,892,886,890,888,885,885,896,887,0,914,886,892,0,0,0,0,
Mon Apr  2 09:49:07 2018, 64.50,22.70,72.86,796,827,893,888,892,886,890,889,885,885,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 09:54:07 2018, 64.40,22.70,72.86,796,827,893,888,893,886,889,888,885,886,895,887,9,913,886,891,0,0,0,0,
Mon Apr  2 09:59:07 2018, 64.40,22.70,72.86,797,827,893,888,893,886,890,888,885,886,895,887,3,914,886,890,0,0,0,0,
Mon Apr  2 10:04:07 2018, 64.40,22.70,72.86,796,828,893,888,892,885,890,888,885,885,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 10:09:07 2018, 64.40,22.70,72.86,797,828,893,888,893,886,890,889,885,886,895,887,0,913,886,891,0,0,0,0,
Mon Apr  2 10:14:07 2018, 64.50,22.70,72.86,796,827,893,888,893,886,890,889,885,886,895,887,8,912,886,891,0,0,0,0,
Mon Apr  2 10:19:07 2018, 64.50,22.70,72.86,797,828,893,888,893,886,890,888,885,886,895,887,0,912,886,891,0,0,0,0,
Mon Apr  2 10:24:07 2018, 64.50,22.70,72.86,797,828,892,888,893,886,890,888,884,885,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 10:29:07 2018, 64.50,22.70,72.86,798,828,892,888,893,886,890,888,885,886,895,887,0,913,886,891,0,0,0,0,
Mon Apr  2 10:34:07 2018, 64.50,22.70,72.86,797,828,893,888,893,886,889,889,885,886,895,887,10,913,886,891,0,0,0,0,
Mon Apr  2 10:39:07 2018, 64.40,22.70,72.86,797,827,893,887,893,886,890,888,884,886,895,887,19,913,886,891,0,0,0,0,
Mon Apr  2 10:44:08 2018, 64.40,22.70,72.86,796,828,893,888,894,885,890,888,885,887,895,887,0,913,886,891,0,0,0,0,
Mon Apr  2 10:49:08 2018, 64.40,22.70,72.86,796,828,893,888,892,886,890,889,885,885,895,887,0,914,886,891,0,0,0,0,
Mon Apr  2 10:54:08 2018, 64.40,22.70,72.86,797,829,893,888,893,886,890,888,885,886,896,887,0,913,887,891,0,0,0,0,
Mon Apr  2 10:59:08 2018, 64.50,22.70,72.86,797,828,893,886,893,886,890,889,884,886,895,887,19,912,886,891,0,0,0,0,
Mon Apr  2 11:04:08 2018, 64.50,22.70,72.86,797,828,893,888,892,886,890,888,885,885,895,887,8,914,886,891,0,0,0,0,
Mon Apr  2 11:09:08 2018, 64.50,22.70,72.86,797,828,893,888,892,886,890,888,885,884,895,887,1,914,886,891,0,0,0,0,
Mon Apr  2 11:14:08 2018, 64.50,22.70,72.86,797,828,892,887,893,886,890,888,885,886,896,887,2,912,887,891,0,0,0,0,
Mon Apr  2 11:19:08 2018, 64.30,22.70,72.86,796,829,893,887,893,886,890,888,884,886,896,888,0,913,886,891,0,0,0,0,
Mon Apr  2 11:24:08 2018, 64.30,22.70,72.86,796,828,893,888,893,886,889,888,885,885,895,887,15,913,886,891,0,0,0,0,
Mon Apr  2 11:29:09 2018, 64.20,22.70,72.86,797,828,892,888,893,886,890,887,885,886,895,887,32,913,887,891,0,0,0,0,
Mon Apr  2 11:34:09 2018, 64.20,22.70,72.86,797,829,893,888,893,886,891,888,885,886,895,888,0,913,886,891,0,0,0,0,
Mon Apr  2 11:39:09 2018, 64.30,22.70,72.86,798,828,893,887,893,886,890,888,885,886,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 11:44:09 2018, 64.20,22.70,72.86,797,828,892,888,893,886,889,889,885,885,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 11:49:09 2018, 64.20,22.70,72.86,796,828,893,888,892,886,890,888,885,886,895,887,13,913,886,891,0,0,0,0,
Mon Apr  2 11:54:09 2018, 64.10,22.70,72.86,796,828,893,887,893,885,890,888,885,885,894,887,29,913,886,891,0,0,0,0,
Mon Apr  2 11:59:09 2018, 64.20,22.70,72.86,797,828,893,888,893,886,890,888,885,886,895,887,5,913,886,891,0,0,0,0,
Mon Apr  2 12:04:09 2018, 64.20,22.70,72.86,797,828,892,888,893,886,890,888,885,886,896,887,0,913,887,890,0,0,0,0,
Mon Apr  2 12:09:09 2018, 64.30,22.70,72.86,797,828,893,888,893,886,890,888,885,886,895,887,0,913,886,892,0,0,0,0,
Mon Apr  2 12:14:09 2018, 64.30,22.70,72.86,797,828,892,888,892,886,890,888,885,885,896,887,0,913,886,891,0,0,0,0,
Mon Apr  2 12:19:10 2018, 64.20,22.70,72.86,797,828,892,888,892,886,890,888,885,885,895,887,15,914,885,891,0,0,0,0,
Mon Apr  2 12:24:10 2018, 64.20,22.70,72.86,796,828,893,886,893,886,890,888,884,886,895,887,30,913,886,891,0,0,0,0,
Mon Apr  2 12:29:10 2018, 64.10,22.70,72.86,797,828,893,887,893,886,890,888,885,886,895,887,3,912,886,891,0,0,0,0,
Mon Apr  2 12:34:10 2018, 64.10,22.70,72.86,796,827,60.70,23.40,74.12,797,874,889,877,892,885,891,887,885,887,898,886,0,910,886,892,0,0,0,0,
Mon Apr  2 12:39:10 2018, 60.60,23.30,73.94,797,874,890,877,892,885,891,888,886,887,897,886,0,909,887,892,0,0,0,0,
Mon Apr  2 12:44:10 2018, 60.60,23.40,74.12,797,874,890,877,892,885,892,888,885,887,898,886,0,910,887,892,0,0,0,0,
Mon Apr  2 12:49:10 2018, 60.60,23.30,73.94,796,874,889,877,892,884,891,887,885,887,897,886,21,910,886,891,0,0,0,0,
Mon Apr  2 12:54:10 2018, 60.40,23.30,73.94,797,874,890,877,891,885,890,887,885,887,898,887,3,909,886,892,0,0,0,0,
Mon Apr  2 12:59:10 2018, 60.50,23.40,74.12,797,873,890,877,891,885,891,887,886,886,897,886,0,910,887,892,0,0,0,0,
Mon Apr  2 13:04:10 2018, 60.50,23.30,73.94,797,874,890,877,892,885,891,888,885,887,897,887,0,910,886,892,0,0,0,0,
Mon Apr  2 13:09:11 2018, 60.60,23.40,74.12,797,873,889,877,892,886,891,888,885,887,897,887,20,910,886,892,0,0,0,0,
Mon Apr  2 13:14:11 2018, 60.70,23.40,74.12,797,874,889,877,891,885,891,888,885,887,898,887,7,910,886,892,0,0,0,0,
Mon Apr  2 13:19:11 2018, 60.90,23.40,74.12,797,874,889,877,891,885,891,887,886,886,898,887,1,910,886,892,0,0,0,0,
Mon Apr  2 13:24:11 2018, 60.70,23.40,74.12,797,874,889,877,892,885,891,888,885,887,897,887,0,910,887,892,0,0,0,0,
Mon Apr  2 13:29:11 2018, 60.60,23.40,74.12,797,874,889,877,892,885,892,888,885,887,897,887,0,910,886,892,0,0,0,0,
